entityId,neighborhoods,neighborhoodCount,linkedCards,linkedQuestions
af0826ab-ffb3-474c-9fda-f267dd5e6cab,proximal-biceps-tendon-pathology|anterior-shoulder-instability|osteochondral-lesion-talus|slap-tear,4,0,0
cc6cb2b8-b76f-4330-a4b4-6e9bd22ad138,proximal-biceps-tendon-pathology|osteochondral-lesion-talus|slap-tear,3,0,0
0947e182-52fc-4f59-8d0b-829e117f48e7,rotator-cuff-tear|osteochondral-lesion-talus,2,0,0
585db38b-2be1-4827-8d38-c523aa78b4cb,rotator-cuff-tear|osteochondral-lesion-talus,2,0,0
5fc12c89-407a-426a-85aa-ad62693de408,rotator-cuff-tear|osteochondral-lesion-talus,2,0,0
474c54ba-7e7b-4dcb-8475-801816675cc3,ucl-injury|osteochondral-lesion-talus,2,0,0
c9bc0ccf-5b8f-4e74-92c7-e709412f197f,ucl-injury|osteochondral-lesion-talus,2,0,0
44f1baa7-6044-459c-8282-979898f15824,anterior-shoulder-instability|slap-tear,2,0,0
931aa889-cfbd-433a-b134-0e787fe152f9,meniscus-tear|osteochondral-lesion-talus|acl-tear,3,0,0
b8a73f2a-47ae-409c-8de1-26c1d7f0618c,meniscus-tear|osteochondral-lesion-talus|acl-tear,3,0,0
0d38ea5b-eede-4016-b71d-9c3fb7f26a2f,osteochondral-lesion-talus|syndesmotic-sprain,2,0,0
3104da27-ab60-46ed-9c53-c2c179464fa1,osteochondral-lesion-talus|multiligament-knee-injury,2,0,0
6509a880-426e-43b4-9ff5-66220647aedb,osteochondral-lesion-talus|achilles-tendon-rupture,2,0,0
6ae60b9d-4932-4fe1-bba8-d8fa87b9528a,osteochondral-lesion-talus|multiligament-knee-injury,2,0,0
b30f2c65-05e1-4854-82ac-799514fc6f95,osteochondral-lesion-talus|syndesmotic-sprain,2,0,0
bfe79007-c7a3-4a02-9350-49aed1710c42,osteochondral-lesion-talus|syndesmotic-sprain,2,0,0
c1719d7a-f6ec-4a8d-aa17-0405f30ffeeb,osteochondral-lesion-talus|multiligament-knee-injury,2,0,0
037a725c-5607-46af-957f-b711d0db517d,distal-radius-fracture|complications,2,0,0
3889911b-19cf-4bb7-ae7f-820bcac94db4,distal-radius-fracture|complications|implants-instruments|trauma-fundamentals,4,0,0
cd7f081d-0a5a-4a22-8ce9-83d3a2f8615b,distal-radius-fracture|complications|surgical-approaches,3,0,0
ea901202-3b44-4547-9d2c-8b07c84dfebe,distal-radius-fracture|surgical-approaches,2,0,0
eca25ca2-2b87-42fc-aae7-b6edd3151464,distal-radius-fracture|imaging-radiographic-measurements,2,0,0
1a28029b-4bc8-45ab-9737-c9d1271635e3,complications|trauma-fundamentals,2,0,0
2dc3e1f8-d689-40ab-8049-0678c9037368,complications|implants-instruments,2,0,0
3d4ad272-ac02-451a-9a2a-0635a81ba87e,complications|surgical-approaches,2,0,0
3e11bd7c-98c1-49a3-99d4-f19e7b9312b9,complications|surgical-approaches,2,0,0
52ca1f3f-9e23-42e2-a641-38929c76c36a,complications|implants-instruments,2,0,0
5552fd34-6825-4c8f-876c-894e42985f21,complications|surgical-approaches,2,0,0
5615fbfc-446d-4706-9d1a-8788b6efadba,complications|surgical-approaches,2,0,0
59967264-9ac6-47e4-8b2c-0837b8328516,complications|surgical-approaches,2,0,0
5eeb3061-84fb-4d75-a708-31c953137a87,complications|surgical-approaches,2,0,0
6b536d5d-d537-41af-82fa-ab9bf5afe077,complications|surgical-approaches,2,0,0
6d96032f-2744-4f3a-947f-e28dc3f2766e,complications|implants-instruments,2,0,0
70402d64-fc80-4821-9ffc-78d9f4ff3f3d,complications|surgical-approaches,2,0,0
7dc11cff-f7f2-4454-ad2c-ccf084b6d11f,complications|surgical-approaches,2,0,0
8018e315-5735-4b78-a96a-fc24f7d22d75,complications|trauma-fundamentals,2,0,0
85e325d4-cf65-4846-880d-22a51074e841,complications|surgical-approaches,2,0,0
8e5e6203-0214-4a1e-a159-76af0b162828,complications|implants-instruments,2,0,0
8f0eb6da-fac4-472c-baa3-fc30ebe8f113,complications|implants-instruments,2,0,0
9747a442-17f5-4658-b992-295640d70b58,complications|surgical-approaches,2,0,0
9c74b77a-2f2e-4eb3-8763-9a21d62675bc,complications|implants-instruments|surgical-approaches,3,0,0
9cb246ce-3e30-48e5-8511-656c675b29fa,complications|surgical-approaches,2,0,0
b22b4371-a032-41dd-b2a5-70da07abca62,complications|surgical-approaches,2,0,0
b6aeb5ff-2b3b-4163-88ea-3ec70fe8a4b9,complications|surgical-approaches,2,0,0
c4b48d3d-9d0a-49a0-a42f-6abc9a113000,complications|surgical-approaches,2,0,0
cc9389f6-c8b8-4ad6-b792-3ba576d3dd5c,complications|surgical-approaches,2,0,0
d66bb527-b441-451d-b9bd-cc577c98388a,complications|surgical-approaches,2,0,0
fe395551-d80f-4232-b41e-9c032442dc6d,complications|trauma-fundamentals,2,0,0
0735783e-72f1-4999-9bab-c34f2e90788f,implants-instruments|trauma-fundamentals,2,0,0
158381da-d160-4fa2-9ef6-d9e5dea326f4,implants-instruments|trauma-fundamentals,2,0,0
16089f03-8f08-413c-8750-82dd2b20091d,implants-instruments|trauma-fundamentals,2,0,0
52dcbf23-0991-48de-abaa-8c4ef0b4d401,implants-instruments|trauma-fundamentals,2,0,0
7d74fb41-b02b-4e6c-9e1f-23ee5974beaf,implants-instruments|trauma-fundamentals,2,0,0
873566c1-2d03-45d5-8222-72f74584b9d4,implants-instruments|trauma-fundamentals,2,0,0
a240f801-9e84-4991-b244-7b3e822bf182,implants-instruments|trauma-fundamentals,2,0,0
bbaee12d-3383-48cf-a713-7060605befa6,implants-instruments|trauma-fundamentals,2,0,0
d50810b3-091b-47ca-8102-8585a1583e6e,implants-instruments|trauma-fundamentals,2,0,0
e18b94e0-3b20-4570-96df-ab33afad9b05,implants-instruments|trauma-fundamentals,2,0,0
